XData,YData,YError
0,0.983333333333333,0.016527194200715
16.9491525423729,0.933333333333333,0.0322030594359765
33.8983050847458,0.966666666666667,0.0231740595717936
50.8474576271186,0.933333333333333,0.0322030594359765
67.7966101694915,0.933333333333333,0.0322030594359765
84.7457627118644,0.883333333333333,0.0414438486701295
101.694915254237,0.716666666666667,0.0581743866255525
118.64406779661,0.833333333333333,0.0481125224324688
135.593220338983,0.783333333333333,0.0531855591650939
152.542372881356,0.85,0.0460977222864644
169.491525423729,0.666666666666667,0.0608580619450185
186.440677966102,0.716666666666667,0.0581743866255525
203.389830508475,0.7,0.0591607978309962
220.338983050847,0.566666666666667,0.0639733740910435
237.28813559322,0.65,0.0615765106730372
254.237288135593,0.566666666666667,0.0639733740910435
271.186440677966,0.466666666666667,0.0644061188719531
288.135593220339,0.45,0.0642261628933257
305.084745762712,0.366666666666667,0.0622123007963085
322.033898305085,0.566666666666667,0.0639733740910435
338.983050847458,0.4,0.0632455532033676
355.932203389831,0.45,0.0642261628933257
372.881355932203,0.466666666666667,0.0644061188719531
389.830508474576,0.383333333333333,0.0627679441659102
406.779661016949,0.45,0.0642261628933257
423.728813559322,0.566666666666667,0.0639733740910435
440.677966101695,0.45,0.0642261628933257
457.627118644068,0.45,0.0642261628933257
474.576271186441,0.416666666666667,0.0636468846521644
491.525423728814,0.533333333333333,0.0644061188719531
508.474576271186,0.466666666666667,0.0644061188719531
525.423728813559,0.366666666666667,0.0622123007963085
542.372881355932,0.333333333333333,0.0608580619450185
559.322033898305,0.383333333333333,0.0627679441659102
576.271186440678,0.366666666666667,0.0622123007963085
593.220338983051,0.566666666666667,0.0639733740910435
610.169491525424,0.5,0.0645497224367903
627.118644067797,0.45,0.0642261628933257
644.067796610169,0.55,0.0642261628933257
661.016949152542,0.4,0.0632455532033676
677.966101694915,0.45,0.0642261628933257
694.915254237288,0.466666666666667,0.0644061188719531
711.864406779661,0.466666666666667,0.0644061188719531
728.813559322034,0.466666666666667,0.0644061188719531
745.762711864407,0.466666666666667,0.0644061188719531
762.71186440678,0.383333333333333,0.0627679441659102
779.661016949153,0.466666666666667,0.0644061188719531
796.610169491525,0.483333333333333,0.0645138515129661
813.559322033898,0.5,0.0645497224367903
830.508474576271,0.383333333333333,0.0627679441659102
847.457627118644,0.516666666666667,0.0645138515129661
864.406779661017,0.45,0.0642261628933257
881.35593220339,0.366666666666667,0.0622123007963085
898.305084745763,0.45,0.0642261628933257
915.254237288136,0.416666666666667,0.0636468846521644
932.203389830508,0.5,0.0645497224367903
949.152542372881,0.566666666666667,0.0639733740910435
966.101694915254,0.483333333333333,0.0645138515129661
983.050847457627,0.55,0.0642261628933257
1000,0.466666666666667,0.0644061188719531
