XData,YData,YError
0,0.983333333333333,0.016527194200715
16.9491525423729,0.983333333333333,0.016527194200715
33.8983050847458,0.916666666666667,0.0356812016074031
50.8474576271186,0.9,0.0387298334620742
67.7966101694915,0.95,0.0281365716935569
84.7457627118644,0.866666666666667,0.0438853725736255
101.694915254237,0.866666666666667,0.0438853725736255
118.64406779661,0.816666666666667,0.0499536822503644
135.593220338983,0.9,0.0387298334620742
152.542372881356,0.7,0.0591607978309962
169.491525423729,0.733333333333333,0.057089922571845
186.440677966102,0.666666666666667,0.0608580619450185
203.389830508475,0.833333333333333,0.0481125224324688
220.338983050847,0.733333333333333,0.057089922571845
237.28813559322,0.65,0.0615765106730372
254.237288135593,0.65,0.0615765106730372
271.186440677966,0.766666666666667,0.0546029438902472
288.135593220339,0.6,0.0632455532033676
305.084745762712,0.733333333333333,0.057089922571845
322.033898305085,0.633333333333333,0.0622123007963085
338.983050847458,0.7,0.0591607978309962
355.932203389831,0.65,0.0615765106730372
372.881355932203,0.5,0.0645497224367903
389.830508474576,0.55,0.0642261628933257
406.779661016949,0.583333333333333,0.0636468846521644
423.728813559322,0.5,0.0645497224367903
440.677966101695,0.466666666666667,0.0644061188719531
457.627118644068,0.533333333333333,0.0644061188719531
474.576271186441,0.5,0.0645497224367903
491.525423728814,0.516666666666667,0.0645138515129661
508.474576271186,0.466666666666667,0.0644061188719531
525.423728813559,0.466666666666667,0.0644061188719531
542.372881355932,0.45,0.0642261628933257
559.322033898305,0.433333333333333,0.0639733740910435
576.271186440678,0.55,0.0642261628933257
593.220338983051,0.55,0.0642261628933257
610.169491525424,0.633333333333333,0.0622123007963085
627.118644067797,0.55,0.0642261628933257
644.067796610169,0.633333333333333,0.0622123007963085
661.016949152542,0.533333333333333,0.0644061188719531
677.966101694915,0.483333333333333,0.0645138515129661
694.915254237288,0.55,0.0642261628933257
711.864406779661,0.416666666666667,0.0636468846521644
728.813559322034,0.483333333333333,0.0645138515129661
745.762711864407,0.45,0.0642261628933257
762.71186440678,0.416666666666667,0.0636468846521644
779.661016949153,0.45,0.0642261628933257
796.610169491525,0.466666666666667,0.0644061188719531
813.559322033898,0.416666666666667,0.0636468846521644
830.508474576271,0.416666666666667,0.0636468846521644
847.457627118644,0.283333333333333,0.0581743866255525
864.406779661017,0.466666666666667,0.0644061188719531
881.35593220339,0.35,0.0615765106730372
898.305084745763,0.45,0.0642261628933257
915.254237288136,0.55,0.0642261628933257
932.203389830508,0.466666666666667,0.0644061188719531
949.152542372881,0.433333333333333,0.0639733740910435
966.101694915254,0.416666666666667,0.0636468846521644
983.050847457627,0.433333333333333,0.0639733740910435
1000,0.366666666666667,0.0622123007963085
