time_ms_1	analog_output	time_ms_2	analog_input
16.2	-0.379944	16.2	4.86816	
16.3	-0.379944	16.3	4.86816	
16.4	-0.368042	16.4	4.86816	
16.5	-0.368042	16.5	4.86816	
16.6	-0.3479	16.6	4.86847	
16.7	-0.3479	16.7	4.86847	
16.8	-0.341187	16.8	4.86847	
16.9	-0.341187	16.9	4.86847	
17	-0.330811	17	4.86847	
17.1	-0.330811	17.1	4.86847	
17.2	-0.325623	17.2	4.86847	
17.3	-0.325623	17.3	4.86847	
17.4	-0.319214	17.4	4.86847	
17.5	-0.319214	17.5	4.86847	
17.6	-0.316162	17.6	4.86816	
17.7	-0.316162	17.7	4.86816	
17.8	-0.313721	17.8	4.86816	
17.9	-0.313721	17.9	4.86816	
18	-0.308533	18	4.86816	
18.1	-0.308533	18.1	4.86816	
18.2	-0.308533	18.2	4.86816	
18.3	-0.305481	18.3	4.86816	
18.4	-0.305481	18.4	4.86816	
18.5	-0.302124	18.5	4.86816	
18.6	-0.302124	18.6	4.86816	
18.7	-0.298462	18.7	4.86786	
18.8	-0.298462	18.8	4.86786	
18.9	-0.296326	18.9	4.86786	
19	-0.296326	19	4.86786	
19.1	-0.298462	19.1	4.86786	
19.2	-0.298462	19.2	4.86786	
19.3	-0.297241	19.3	4.86786	
19.4	-0.297241	19.4	4.86786	
19.5	-0.291443	19.5	4.86786	
19.6	-0.291443	19.6	4.86786	
19.7	-0.290833	19.7	4.86786	
19.8	-0.290833	19.8	4.86786	
19.9	-0.300903	19.9	4.86755	
