time_ms_1	analog_output	time_ms_2	analog_input
32.6	-0.189209	32.6	4.86786	
32.8	-0.1828	32.8	4.86816	
33	-0.1828	33	4.86816	
33.2	-0.180664	33.2	4.86786	
33.4	-0.171509	33.4	4.86816	
33.6	-0.172729	33.6	4.86786	
33.8	-0.171814	33.8	4.86786	
34	-0.148926	34	4.86847	
34.2	-0.143127	34.2	4.86816	
34.4	-0.131531	34.4	4.86847	
34.6	-0.124817	34.6	4.86847	
34.8	-0.121155	34.8	4.86816	
35	-0.126648	35	4.86786	
35.2	-0.112	35.2	4.86816	
35.4	-0.120544	35.4	4.86786	
35.6	-0.112	35.6	4.86786	
35.8	-0.115356	35.8	4.86786	
36	-0.115356	36	4.86786	
36.2	-0.112	36.2	4.86786	
36.4	-0.113525	36.4	4.86755	
36.6	-0.115356	36.6	4.86755	
36.8	-0.108948	36.8	4.86786	
37	-0.109863	37	4.86755	
37.2	-0.110168	37.2	4.86755	
37.4	-0.110168	37.4	4.86755	
37.6	-0.107422	37.6	4.86755	
37.8	-0.110779	37.8	4.86755	
38	-0.109253	38	4.86755	
38.2	-0.10498	38.2	4.86755	
38.4	-0.110168	38.4	4.86755	
38.6	-0.113831	38.6	4.86755	
38.8	-0.109863	38.8	4.86755	
39	-0.113525	39	4.86755	
39.2	-0.113525	39.2	4.86755	
39.4	-0.109253	39.4	4.86755	
39.6	-0.111084	39.6	4.86755	
39.8	-0.104675	39.8	4.86786	
