time_ms_1	analog_output	time_ms_2	analog_input
26.8	-0.426331	26.8	4.86511	
27	-0.426331	27	4.86511	
27.2	-0.429993	27.2	4.86511	
27.4	-0.428467	27.4	4.86511	
27.6	-0.426025	27.6	4.86511	
27.8	-0.429687	27.8	4.86511	
28	-0.429382	28	4.86511	
28.2	-0.426941	28.2	4.86511	
28.4	-0.429077	28.4	4.86511	
28.6	-0.427551	28.6	4.86511	
28.8	-0.426941	28.8	4.86511	
29	-0.427551	29	4.86511	
29.2	-0.424805	29.2	4.86511	
29.4	-0.420837	29.4	4.86542	
29.6	-0.423279	29.6	4.86511	
29.8	-0.418396	29.8	4.86542	
30	-0.41626	30	4.86542	
30.2	-0.419922	30.2	4.86542	
30.4	-0.414429	30.4	4.86542	
30.6	-0.415649	30.6	4.86542	
30.8	-0.416565	30.8	4.86542	
31	-0.410156	31	4.86572	
31.2	-0.410767	31.2	4.86572	
31.4	-0.410767	31.4	4.86572	
31.6	-0.410461	31.6	4.86572	
31.8	-0.401611	31.8	4.86603	
32	-0.402832	32	4.86603	
32.2	-0.39978	32.2	4.86603	
32.4	-0.394897	32.4	4.86603	
32.6	-0.395508	32.6	4.86603	
32.8	-0.394592	32.8	4.86603	
33	-0.389404	33	4.86633	
33.2	-0.392456	33.2	4.86633	
33.4	-0.389099	33.4	4.86633	
33.6	-0.384216	33.6	4.86664	
33.8	-0.376282	33.8	4.86664	
34	-0.371399	34	4.86694	
34.2	-0.366516	34.2	4.86694	
34.4	-0.372314	34.4	4.86694	
34.6	-0.366211	34.6	4.86725	
34.8	-0.368042	34.8	4.86694	
35	-0.368958	35	4.86694	
35.2	-0.36377	35.2	4.86725	
35.4	-0.371399	35.4	4.86694	
35.6	-0.371399	35.6	4.86694	
35.8	-0.368347	35.8	4.86694	
36	-0.366211	36	4.86725	
36.2	-0.368042	36.2	4.86694	
36.4	-0.367737	36.4	4.86694	
36.6	-0.364075	36.6	4.86725	
36.8	-0.367737	36.8	4.86694	
37	-0.367432	37	4.86694	
37.2	-0.365601	37.2	4.86725	
37.4	-0.370483	37.4	4.86694	
37.6	-0.370789	37.6	4.86694	
37.8	-0.369873	37.8	4.86694	
38	-0.372314	38	4.86694	
38.2	-0.369873	38.2	4.86694	
38.4	-0.370483	38.4	4.86694	
38.6	-0.375977	38.6	4.86664	
38.8	-0.370483	38.8	4.86694	
39	-0.370483	39	4.86694	
39.2	-0.372314	39.2	4.86694	
39.4	-0.370178	39.4	4.86694	
39.6	-0.372314	39.6	4.86694	
39.8	-0.375977	39.8	4.86664	
